,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:ampache:ampache:4.4.1:*:*:*:*:*:*:*,Ampache 4.4.1,[''],2022-03-18T16:16Z
1,cpe:2.3:a:ampache:ampache:4.4.2:*:*:*:*:*:*:*,Ampache 4.4.2,['CVE-2021-32644'],2022-03-18T16:16Z
2,cpe:2.3:a:ampache:ampache:4.4.3:*:*:*:*:*:*:*,Ampache 4.4.3,[''],2022-03-18T16:16Z
3,cpe:2.3:a:ampache:ampache:5.0.0:prerelease:*:*:*:*:*:*,Ampache 5.0.0 Prerelease,[''],2022-03-18T16:17Z
4,cpe:2.3:a:ampache:ampache:5.0.0:prerelease1:*:*:*:*:*:*,Ampache 5.0.0 Prerelease 1,[''],2022-03-18T16:17Z
5,cpe:2.3:a:ampache:ampache:5.0.0:prerelease2:*:*:*:*:*:*,Ampache 5.0.0 Prerelease 2,[''],2022-03-18T16:16Z
6,cpe:2.3:a:ampache:ampache:5.0.0:prerelease3:*:*:*:*:*:*,Ampache 5.0.0 Prerelease 3,[''],2022-03-18T16:17Z
7,cpe:2.3:h:ampedwireless:r10000:-:*:*:*:*:*:*:*,Amped Wireless R10000,"['CVE-2015-7277', 'CVE-2015-7278', 'CVE-2015-7279']",2022-03-18T16:17Z
8,cpe:2.3:o:ampedwireless:r10000_firmware:2.5.2.11:*:*:*:*:*:*:*,Amped Wireless R10000 Firmware 2.5.2.11,"['CVE-2015-7277', 'CVE-2015-7278', 'CVE-2015-7279']",2022-03-18T16:17Z
9,cpe:2.3:a:amtelco:misecuremessages:-:*:*:*:*:*:*:*,Amtelco misecuremessages,['CVE-2014-0357'],2022-03-18T16:17Z
