,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.0.08057:*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.0.08057,"['CVE-2012-2498', 'CVE-2013-1172', 'CVE-2013-1173', 'CVE-2014-8021', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
1,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.0.08057:*:*:*:*:*:x64:*,Cisco AnyConnect Secure Mobility Client 3.0.08057 (Maintenance Release 8 / MR8) (x64) 64-bit,"['CVE-2012-2498', 'CVE-2013-1172', 'CVE-2013-1173', 'CVE-2014-8021', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
2,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.0.08066:*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.0.08066,"['CVE-2012-2498', 'CVE-2013-1172', 'CVE-2013-1173', 'CVE-2014-8021', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
3,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.1\(.02043\):*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.1.02043,"['CVE-2014-8021', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
4,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.1\(.07021\):*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.1(.07021),"['CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
5,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.1\(60\):*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.1(60),"['CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-4211', 'CVE-2015-6305', 'CVE-2015-6322', 'CVE-2016-6369', 'CVE-2016-9192', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
6,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.1.0:*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.1.0,"['CVE-2012-3088', 'CVE-2012-3094', 'CVE-2013-1172', 'CVE-2013-1173', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-6305', 'CVE-2015-6322', 'CVE-2016-6369', 'CVE-2016-9192', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
7,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.1.00495:*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.1.00495,"['CVE-2013-1172', 'CVE-2013-1173', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
8,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:3.2.0:*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 3.2.0,"['CVE-2012-3088', 'CVE-2013-1172', 'CVE-2013-1173', 'CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
9,cpe:2.3:a:cisco:anyconnect_secure_mobility_client:4.0\(.00048\):*:*:*:*:*:*:*,Cisco AnyConnect Secure Mobility Client 4.0(.00048),"['CVE-2015-0662', 'CVE-2015-0663', 'CVE-2015-0664', 'CVE-2015-0665', 'CVE-2015-0761', 'CVE-2017-6638', 'CVE-2018-0100', 'CVE-2021-1519', 'CVE-2021-34788']",2022-03-19T18:17Z
