,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:h:citrix:gateway:-:*:*:*:*:*:*:*,Citrix Gateway,"['CVE-2019-18225', 'CVE-2019-19781', 'CVE-2020-8190', 'CVE-2020-8191', 'CVE-2020-8193', 'CVE-2020-8194', 'CVE-2020-8195', 'CVE-2020-8196', 'CVE-2020-8197', 'CVE-2020-8198']",2022-03-20T01:30Z
1,cpe:2.3:a:citrix:gateway:11.1:*:*:*:*:*:*:*,Citrix Gateway 11.1,"['CVE-2020-8245', 'CVE-2020-8246', 'CVE-2020-8247', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
2,cpe:2.3:a:citrix:gateway:11.1-65.12:*:*:*:*:*:*:*,Citrix Gateway 11.1-65.12,"['CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
3,cpe:2.3:a:citrix:gateway:12.1:*:*:*:*:*:*:*,Citrix Gateway 12.1,"['CVE-2020-8299', 'CVE-2020-8300', 'CVE-2021-22919', 'CVE-2021-22927', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
4,cpe:2.3:a:citrix:gateway:12.1-61.18:*:*:*:*:*:*:*,Citrix Gateway 12.1-61.18,"['CVE-2020-8300', 'CVE-2021-22919', 'CVE-2021-22927', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
5,cpe:2.3:a:citrix:gateway:12.1-62.25:*:*:*:*:*:*:*,Citrix Gateway 12.1-62.25,"['CVE-2021-22919', 'CVE-2021-22920', 'CVE-2021-22927', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
6,cpe:2.3:a:citrix:gateway:12.1-62.27:*:*:*:*:*:*:*,Citrix Gateway 12.1-62.27,"['CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
7,cpe:2.3:a:citrix:gateway:13.0:*:*:*:*:*:*:*,Citrix Gateway 13.0,"['CVE-2020-8245', 'CVE-2020-8246', 'CVE-2020-8247', 'CVE-2020-8299', 'CVE-2020-8300', 'CVE-2021-22919', 'CVE-2021-22927', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
8,cpe:2.3:a:citrix:gateway:13.0-64.35:*:*:*:*:*:*:*,Citrix Gateway 13.0-64.35,"['CVE-2020-8299', 'CVE-2020-8300', 'CVE-2021-22919', 'CVE-2021-22927', 'CVE-2021-22955', 'CVE-2021-22956']",2022-03-20T01:30Z
9,cpe:2.3:a:citrix:gateway:13.0-76.29:*:*:*:*:*:*:*,Citrix Gateway 13.0-76.29,"['CVE-2020-8300', 'CVE-2021-22919', 'CVE-2021-22927', 'CVE-2021-22955']",2022-03-20T01:30Z
