,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:h:dlink:dcs-960l:a:*:*:*:*:*:*:*,D-Link DCS-960L A,['CVE-2019-17146'],2022-03-20T15:46Z
1,cpe:2.3:o:dlink:dcs-960l_firmware:-:*:*:*:*:*:*:*,D-Link DCS-960L Firmware,['CVE-2019-17146'],2022-03-20T15:46Z
2,cpe:2.3:o:dlink:dcs-960l_firmware:1.07.102:*:*:*:*:*:*:*,D-Link DCS-960L Firmware 1.07.102,['CVE-2019-17146'],2022-03-20T15:46Z
3,cpe:2.3:o:dlink:dcs-960l_firmware:1.09:*:*:*:*:*:*:*,D-Link DCS-960L Firmware 1.09,[''],2022-03-20T15:46Z
4,cpe:2.3:h:dlink:des-3800:-:*:*:*:*:*:*:*,D-Link DES-3800,"['CVE-2011-3992', 'CVE-2013-5997', 'CVE-2013-5998']",2022-03-20T15:46Z
5,[0],[0],[0],[0]
6,cpe:2.3:o:dlink:des-3800_firmware:4.00:*:*:*:*:*:*:*,D-Link DES-3800 firmware 4.00,"['CVE-2011-3992', 'CVE-2013-5997', 'CVE-2013-5998']",2022-03-20T15:46Z
7,cpe:2.3:o:dlink:des-3800_firmware:4.50:*:*:*:*:*:*:*,D-Link DES-3800 firmware 4.50,"['CVE-2011-3992', 'CVE-2013-5997', 'CVE-2013-5998']",2022-03-20T15:46Z
8,[0],[0],[0],[0]
9,cpe:2.3:h:dlink:des-3810:-:*:*:*:*:*:*:*,D-Link DES-3810,['CVE-2013-4707'],2022-03-20T15:46Z
