,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:cdrtools_project:cdrtools:3.01:*:*:*:*:*:*:*,Cdrtools Project Cdrtools 3.01,[''],2022-03-19T15:55Z
1,cpe:2.3:a:cdrtools_project:cdrtools:3.02:*:*:*:*:*:*:*,Cdrtools Project Cdrtools 3.02,[''],2022-03-19T15:55Z
2,cpe:2.3:a:cds:cds_client:4.1:*:*:*:*:*:*:*,Cds Client 4.1,[''],2022-03-19T15:55Z
3,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:0.5.0:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 0.5.0,['CVE-2013-5963'],2022-03-19T15:55Z
4,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.0.0:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.0.0,['CVE-2013-5963'],2022-03-19T15:55Z
5,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.1.0:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.1.0,['CVE-2013-5963'],2022-03-19T15:55Z
6,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.1.1:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.1.1,['CVE-2013-5963'],2022-03-19T15:55Z
7,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.1.2:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.1.2,['CVE-2013-5963'],2022-03-19T15:55Z
8,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.2.0:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.2.0,['CVE-2013-5963'],2022-03-19T15:55Z
9,cpe:2.3:a:cdsincdesign:simple_dropbox_upload_form:1.3.0:*:*:*:*:*:*:*,cdsincdesign Simple DropBox Upload Form plugin for WordPress 1.3.0,['CVE-2013-5963'],2022-03-19T15:55Z
