,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:hp:onboard_administrator:2.32:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.32,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
1,cpe:2.3:a:hp:onboard_administrator:2.41:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.41,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
2,cpe:2.3:a:hp:onboard_administrator:2.50:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.50,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
3,cpe:2.3:a:hp:onboard_administrator:2.51:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.51,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
4,cpe:2.3:a:hp:onboard_administrator:2.52:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.52,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
5,cpe:2.3:a:hp:onboard_administrator:2.60:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 2.60,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
6,cpe:2.3:a:hp:onboard_administrator:3.00:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 3.00,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
7,cpe:2.3:a:hp:onboard_administrator:3.10:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 3.10,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
8,cpe:2.3:a:hp:onboard_administrator:3.11:*:*:*:*:*:*:*,HP Onboard Administrator (OA) 3.11,"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
9,cpe:2.3:a:hp:onboard_administrator:3.20:a:*:*:*:*:*:*,HP Onboard Administrator (OA) 3.20(A),"['CVE-2012-0128', 'CVE-2012-0129', 'CVE-2012-0130']",2022-03-21T15:34Z
