,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:convos:convos:4.04:*:*:*:*:*:*:*,Convos 4.04,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
1,cpe:2.3:a:convos:convos:4.05:*:*:*:*:*:*:*,Convos 4.05,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
2,cpe:2.3:a:convos:convos:4.06:*:*:*:*:*:*:*,Convos 4.06,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
3,cpe:2.3:a:convos:convos:4.07:*:*:*:*:*:*:*,Convos 4.07,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
4,cpe:2.3:a:convos:convos:4.08:*:*:*:*:*:*:*,Convos 4.08,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
5,cpe:2.3:a:convos:convos:4.09:*:*:*:*:*:*:*,Convos 4.09,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
6,cpe:2.3:a:convos:convos:4.10:*:*:*:*:*:*:*,Convos 4.10,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
7,cpe:2.3:a:convos:convos:4.11:*:*:*:*:*:*:*,Convos 4.11,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
8,cpe:2.3:a:convos:convos:4.12:*:*:*:*:*:*:*,Convos 4.12,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
9,cpe:2.3:a:convos:convos:4.13:*:*:*:*:*:*:*,Convos 4.13,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
