,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:1.7.3:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 1.7.3 for WordPress,[''],2022-03-19T16:28Z
1,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:1.8:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 1.8 for WordPress,[''],2022-03-19T16:28Z
2,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:1.8.1:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 1.8.1 for WordPress,[''],2022-03-19T16:28Z
3,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:1.9:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 1.9 for WordPress,[''],2022-03-19T16:28Z
4,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:1.9.1:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 1.9.1 for WordPress,[''],2022-03-19T16:28Z
5,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:2.0:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 2.0 for WordPress,[''],2022-03-19T16:28Z
6,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:2.0.1:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 2.0.1 for WordPress,[''],2022-03-19T16:28Z
7,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:2.1:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 2.1 for WordPress,[''],2022-03-19T16:28Z
8,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:2.2:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 2.2 for WordPress,[''],2022-03-19T16:28Z
9,cpe:2.3:a:chamber_dashboard_business_directory_project:chamber_dashboard_business_directory:2.2.1:*:*:*:*:wordpress:*:*,Chamber Dashboard Business Directory Project Chamber Dashboard Business Directory 2.2.1 for WordPress,[''],2022-03-19T16:28Z
