,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.0:alpha3:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.0 Alpha3 for Drupal,[''],2022-03-20T17:23Z
1,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.0:beta1:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.0 Beta1 for Drupal,[''],2022-03-20T17:23Z
2,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.0:beta2:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.0 Beta2 for Drupal,[''],2022-03-20T17:23Z
3,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.0:rc1:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.0 Release Candidate 1 for Drupal,[''],2022-03-20T17:23Z
4,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.0:rc2:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.0 Release Candidate 2 for Drupal,[''],2022-03-20T17:23Z
5,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.1:*:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.1 for Drupal,[''],2022-03-20T17:24Z
6,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.2:*:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.2 for Drupal,[''],2022-03-20T17:24Z
7,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.3:*:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.3 for Drupal,[''],2022-03-20T17:24Z
8,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.4:*:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.4 for Drupal,[''],2022-03-20T17:24Z
9,cpe:2.3:a:doubleclick_for_publishers_project:doubleclick_for_publishers:7.x-1.5:*:*:*:*:drupal:*:*,Doubleclick for Publishers Project Doubleclick for Publishers (DFP) 7.x-1.5 for Drupal,[''],2022-03-20T17:24Z
