,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:horde:horde_ldap:1.1.1:*:*:*:*:horde:*:*,Horde Ldap 1.1.1 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
1,cpe:2.3:a:horde:horde_ldap:1.1.2:*:*:*:*:horde:*:*,Horde Ldap 1.1.2 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
2,cpe:2.3:a:horde:horde_ldap:1.1.3:*:*:*:*:horde:*:*,Horde Ldap 1.1.3 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
3,cpe:2.3:a:horde:horde_ldap:1.1.4:*:*:*:*:horde:*:*,Horde Ldap 1.1.4 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
4,cpe:2.3:a:horde:horde_ldap:1.1.5:*:*:*:*:horde:*:*,Horde Ldap 1.1.5 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
5,cpe:2.3:a:horde:horde_ldap:2.0.0:*:*:*:*:horde:*:*,Horde Ldap 2.0.0 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
6,cpe:2.3:a:horde:horde_ldap:2.0.0:alpha1:*:*:*:horde:*:*,Horde Ldap 2.0.0 Alpha 1 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
7,cpe:2.3:a:horde:horde_ldap:2.0.0:beta1:*:*:*:horde:*:*,Horde Ldap 2.0.0 Beta 1 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
8,cpe:2.3:a:horde:horde_ldap:2.0.1:*:*:*:*:horde:*:*,Horde Ldap 2.0.1 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
9,cpe:2.3:a:horde:horde_ldap:2.0.2:*:*:*:*:horde:*:*,Horde Ldap 2.0.2 for Horde,['CVE-2014-3999'],2022-03-21T12:13Z
