,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:doxygen:doxygen:1.1.0:*:*:*:*:*:*:*,Doxygen 1.1.0,['CVE-2016-10245'],2022-03-20T17:37Z
1,cpe:2.3:a:doxygen:doxygen:1.1.1:*:*:*:*:*:*:*,Doxygen 1.1.1,['CVE-2016-10245'],2022-03-20T17:37Z
2,cpe:2.3:a:doxygen:doxygen:1.1.2:*:*:*:*:*:*:*,Doxygen 1.1.2,['CVE-2016-10245'],2022-03-20T17:37Z
3,cpe:2.3:a:doxygen:doxygen:1.1.3:*:*:*:*:*:*:*,Doxygen 1.1.3,['CVE-2016-10245'],2022-03-20T17:37Z
4,cpe:2.3:a:doxygen:doxygen:1.1.4:*:*:*:*:*:*:*,Doxygen 1.1.4,['CVE-2016-10245'],2022-03-20T17:37Z
5,cpe:2.3:a:doxygen:doxygen:1.1.5:*:*:*:*:*:*:*,Doxygen 1.1.5,['CVE-2016-10245'],2022-03-20T17:37Z
6,cpe:2.3:a:doxygen:doxygen:1.2.0:*:*:*:*:*:*:*,Doxygen 1.2.0,['CVE-2016-10245'],2022-03-20T17:37Z
7,cpe:2.3:a:doxygen:doxygen:1.2.1:*:*:*:*:*:*:*,Doxygen 1.2.1,['CVE-2016-10245'],2022-03-20T17:37Z
8,cpe:2.3:a:doxygen:doxygen:1.2.2:*:*:*:*:*:*:*,Doxygen 1.2.2,['CVE-2016-10245'],2022-03-20T17:37Z
9,cpe:2.3:a:doxygen:doxygen:1.2.3:*:*:*:*:*:*:*,Doxygen 1.2.3,['CVE-2016-10245'],2022-03-20T17:37Z
