,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:gtranslate:gtranslate:2.8.51:*:*:*:enterprise:wordpress:*:*,GTranslate 2.8.51 Enterprise Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
1,cpe:2.3:a:gtranslate:gtranslate:2.8.51:*:*:*:pro:wordpress:*:*,GTranslate 2.8.51 Pro Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
2,cpe:2.3:a:gtranslate:gtranslate:2.8.52:*:*:*:enterprise:wordpress:*:*,GTranslate 2.8.52 Enterprise Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
3,cpe:2.3:a:gtranslate:gtranslate:2.8.52:*:*:*:pro:wordpress:*:*,GTranslate 2.8.52 Pro Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
4,cpe:2.3:a:gtranslate:gtranslate:2.8.53:*:*:*:enterprise:wordpress:*:*,GTranslate 2.8.53 Enterprise Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
5,cpe:2.3:a:gtranslate:gtranslate:2.8.53:*:*:*:pro:wordpress:*:*,GTranslate 2.8.53 Pro Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
6,cpe:2.3:a:gtranslate:gtranslate:2.8.54:*:*:*:enterprise:wordpress:*:*,GTranslate 2.8.54 Enterprise Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
7,cpe:2.3:a:gtranslate:gtranslate:2.8.54:*:*:*:pro:wordpress:*:*,GTranslate 2.8.54 Pro Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
8,cpe:2.3:a:gtranslate:gtranslate:2.8.55:*:*:*:enterprise:wordpress:*:*,GTranslate 2.8.55 Enterprise Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
9,cpe:2.3:a:gtranslate:gtranslate:2.8.55:*:*:*:pro:wordpress:*:*,GTranslate 2.8.55 Pro Edition for WordPress,['CVE-2021-34630'],2022-03-21T08:19Z
