,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(8\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(8),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
1,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(9\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(9),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
2,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(10\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(10),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
3,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(11\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(11),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
4,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(12\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(12),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
5,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(13\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(13),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
6,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(14\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(14),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
7,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(15\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(15),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
8,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(16\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(16),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
9,cpe:2.3:a:cisco:firewall_services_module_software:3.2\(17\):*:*:*:*:*:*:*,Cisco Firewall Services Module Software (FWSM) 3.2(17),"['CVE-2011-3296', 'CVE-2011-3297', 'CVE-2011-3298', 'CVE-2011-3299', 'CVE-2011-3300', 'CVE-2011-3301', 'CVE-2011-3302', 'CVE-2011-3303', 'CVE-2012-0356', 'CVE-2013-1149', 'CVE-2013-1155', 'CVE-2013-5506', 'CVE-2013-5508', 'CVE-2014-0710']",2022-03-19T19:53Z
