,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:arqbackup:arq:2.0:b6:*:*:*:macos:*:*,Arq Backup Arq 2.0 B6 for macOS,['CVE-2017-15357'],2022-03-18T23:15Z
1,[0],[0],[0],[0]
2,cpe:2.3:a:arqbackup:arq:2.0:b7:*:*:*:macos:*:*,Arq Backup Arq 2.0 B7 for macOS,['CVE-2017-15357'],2022-03-18T23:15Z
3,[0],[0],[0],[0]
4,cpe:2.3:a:arqbackup:arq:2.0:b8:*:*:*:macos:*:*,Arq Backup Arq 2.0 B8 for macOS,['CVE-2017-15357'],2022-03-18T23:15Z
5,[0],[0],[0],[0]
6,cpe:2.3:a:arqbackup:arq:2.0:beta:*:*:*:macos:*:*,Arq Backup Arq 2.0 Beta for macOS,['CVE-2017-15357'],2022-03-18T23:15Z
7,[0],[0],[0],[0]
8,cpe:2.3:a:arqbackup:arq:2.0.1:*:*:*:*:macos:*:*,Arq Backup Arq 2.0.1 for macOS,['CVE-2017-15357'],2022-03-18T23:15Z
9,[0],[0],[0],[0]
