,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:autodesk:dynamo_bim:2.5.0:*:*:*:*:*:*:*,Autodesk Dynamo BIM 2.5.0,['CVE-2020-7079'],2022-03-19T03:28Z
1,cpe:2.3:a:autodesk:dynamo_bim:2.5.1:*:*:*:*:*:*:*,Autodesk Dynamo BIM 2.5.1,['CVE-2020-7079'],2022-03-19T03:28Z
2,cpe:2.3:a:autodesk:fbx_review:1.4.0:*:*:*:*:*:*:*,Autodesk FBX Review 1.4.0,"['CVE-2021-27027', 'CVE-2021-27028', 'CVE-2021-27029', 'CVE-2021-27030', 'CVE-2021-27031', 'CVE-2021-27044', 'CVE-2021-40157']",2022-03-19T03:28Z
3,cpe:2.3:a:autodesk:fbx_review:1.4.1.0:*:*:*:*:*:*:*,Autodesk FBX Review 1.4.1.0,"['CVE-2021-27027', 'CVE-2021-27028', 'CVE-2021-27029', 'CVE-2021-27030', 'CVE-2021-27031', 'CVE-2021-40157']",2022-03-19T03:28Z
4,cpe:2.3:a:autodesk:fbx_review:1.5.0:*:*:*:*:*:*:*,Autodesk FBX Review 1.5.0,"['CVE-2021-27027', 'CVE-2021-27028', 'CVE-2021-27029', 'CVE-2021-27030', 'CVE-2021-27031', 'CVE-2021-40157']",2022-03-19T03:28Z
5,cpe:2.3:a:autodesk:fbx_software_development_kit:2017.0:*:*:*:*:*:*:*,Autodesk FBX Software Development Kit 2017.0,"['CVE-2016-9303', 'CVE-2016-9304', 'CVE-2016-9305', 'CVE-2016-9306', 'CVE-2016-9307', 'CVE-2020-7080', 'CVE-2020-7081', 'CVE-2020-7082', 'CVE-2020-7083', 'CVE-2020-7084', 'CVE-2020-7085']",2022-03-19T03:29Z
6,cpe:2.3:a:autodesk:fbx_software_development_kit:2019.0:*:*:*:*:*:*:*,Autodesk FBX Software Development Kit 2019.0,"['CVE-2020-7080', 'CVE-2020-7081', 'CVE-2020-7082', 'CVE-2020-7083', 'CVE-2020-7084', 'CVE-2020-7085']",2022-03-19T03:28Z
7,cpe:2.3:a:autodesk:fbx_software_development_kit:2019.2:*:*:*:*:*:*:*,Autodesk FBX Software Development Kit 2019.2,['CVE-2020-7085'],2022-03-19T03:29Z
8,cpe:2.3:a:autodesk:fbx_software_development_kit:2019.5:*:*:*:*:*:*:*,Autodesk FBX Software Development Kit 2019.5,['CVE-2019-7366'],2022-03-19T03:29Z
9,cpe:2.3:a:autodesk:fbx_software_development_kit:2020.0:*:*:*:*:*:*:*,Autodesk FBX Software Development Kit 2020.0,[''],2022-03-19T03:29Z
