,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:convos:convos:4.14:*:*:*:*:*:*:*,Convos 4.14,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
1,cpe:2.3:a:convos:convos:4.15:*:*:*:*:*:*:*,Convos 4.15,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
2,cpe:2.3:a:convos:convos:4.16:*:*:*:*:*:*:*,Convos 4.16,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
3,cpe:2.3:a:convos:convos:4.17:*:*:*:*:*:*:*,Convos 4.17,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
4,cpe:2.3:a:convos:convos:4.18:*:*:*:*:*:*:*,Convos 4.18,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
5,cpe:2.3:a:convos:convos:4.19:*:*:*:*:*:*:*,Convos 4.19,"['CVE-2020-14423', 'CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
6,cpe:2.3:a:convos:convos:4.20:*:*:*:*:*:*:*,Convos 4.20,"['CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
7,cpe:2.3:a:convos:convos:4.21:*:*:*:*:*:*:*,Convos 4.21,"['CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
8,cpe:2.3:a:convos:convos:4.22:*:*:*:*:*:*:*,Convos 4.22,"['CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
9,cpe:2.3:a:convos:convos:4.23:*:*:*:*:*:*:*,Convos 4.23,"['CVE-2021-42584', 'CVE-2022-21649']",2022-03-20T07:55Z
