,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:apache:shiro:1.5.1:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.5.1,"['CVE-2020-11989', 'CVE-2020-13933', 'CVE-2020-17510', 'CVE-2020-17523', 'CVE-2020-1957', 'CVE-2021-41303']",2022-03-18T20:01Z
1,cpe:2.3:a:apache:shiro:1.5.2:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.5.2,"['CVE-2020-11989', 'CVE-2020-13933', 'CVE-2020-17510', 'CVE-2020-17523', 'CVE-2021-41303']",2022-03-18T20:01Z
2,cpe:2.3:a:apache:shiro:1.5.3:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.5.3,"['CVE-2020-13933', 'CVE-2020-17510', 'CVE-2020-17523', 'CVE-2021-41303']",2022-03-18T20:01Z
3,cpe:2.3:a:apache:shiro:1.6.0:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.6.0,"['CVE-2020-17510', 'CVE-2020-17523', 'CVE-2021-41303']",2022-03-18T20:01Z
4,cpe:2.3:a:apache:shiro:1.7.0:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.7.0,"['CVE-2020-17523', 'CVE-2021-41303']",2022-03-18T20:01Z
5,cpe:2.3:a:apache:shiro:1.7.1:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.7.1,['CVE-2021-41303'],2022-03-18T20:01Z
6,cpe:2.3:a:apache:shiro:1.8.0:*:*:*:*:*:*:*,Apache Software Foundation Shiro 1.8.0,[''],2022-03-18T20:01Z
7,cpe:2.3:a:apache:skywalking:3.0.3:*:*:*:*:*:*:*,Apache Software Foundation Skywalking 3.0.3,[''],2022-03-18T20:01Z
8,cpe:2.3:a:apache:skywalking:3.1:*:*:*:*:*:*:*,Apache Software Foundation Skywalking 3.1,[''],2022-03-18T20:01Z
9,cpe:2.3:a:apache:skywalking:3.1.1:*:*:*:*:*:*:*,Apache Software Foundation Skywalking 3.1.1,[''],2022-03-18T20:01Z
