,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:a:citrix:licensing:6.8.9020:*:*:*:*:*:*:*,Citrix Licensing 6.8.9020,[''],2022-03-20T01:31Z
1,cpe:2.3:a:citrix:licensing:7.1.10007:*:*:*:*:*:*:*,Citrix Licensing 7.1.10007,[''],2022-03-20T01:31Z
2,cpe:2.3:a:citrix:licensing:7.5.0.11007:*:*:*:*:*:*:*,Citrix Licensing 7.5.0.11007,[''],2022-03-20T01:31Z
3,cpe:2.3:a:citrix:licensing:7.6.0.11011:*:*:*:*:*:*:*,Citrix Licensing 7.6.0.11011,[''],2022-03-20T01:31Z
4,cpe:2.3:o:citrix:linux_virtual_delivery_agent:1.3:*:*:*:*:*:*:*,Citrix Linux Virtual Delivery Agent 1.3,['CVE-2016-6276'],2022-03-20T01:31Z
5,cpe:2.3:a:citrix:management_console_for_citrix_presentation_server:4.5.1:*:*:*:*:*:*:*,Citrix Management Console For Citrix Presentation Server 4.5.1,[''],2022-03-20T01:31Z
6,cpe:2.3:a:citrix:management_console_for_citrix_presentation_server:4.5.2:*:*:*:*:*:*:*,Citrix Management Console For Citrix Presentation Server 4.5.2,[''],2022-03-20T01:31Z
7,cpe:2.3:a:citrix:management_console_for_metaframe_presentation_server:4.0.1:*:*:*:*:*:*:*,Citrix Management Console For Metaframe Presentation Server 4.0.1,[''],2022-03-20T01:31Z
8,cpe:2.3:a:citrix:metaframe:-:*:*:*:*:*:*:*,Citrix MetaFrame,['CVE-2001-0716'],2022-03-20T01:31Z
9,cpe:2.3:a:citrix:metaframe:1.0:*:*:*:*:*:*:*,Citrix MetaFrame 1.0,['CVE-2001-0716'],2022-03-20T01:31Z
