,cpe23Uri,titles,vulnerabilities,feedTimestamp
0,cpe:2.3:o:cisco:staros:11.0_base:*:*:*:*:*:*:*,Cisco StarOS 11.0 Base,"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
1,cpe:2.3:o:cisco:staros:12.0:*:*:*:*:*:*:*,Cisco StarOS 12.0,"['CVE-2015-0712', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
2,cpe:2.3:o:cisco:staros:12.0.0:*:*:*:*:*:*:*,Cisco StarOS 12.0.0,"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
3,cpe:2.3:o:cisco:staros:12.1_base:*:*:*:*:*:*:*,Cisco StarOS 12.1 Base,"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
4,cpe:2.3:o:cisco:staros:12.2\(300\):*:*:*:*:*:*:*,Cisco StarOS 12.2(300),"['CVE-2015-0712', 'CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
5,cpe:2.3:o:cisco:staros:12.2_base:*:*:*:*:*:*:*,Cisco StarOS 12.2 Base,"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
6,cpe:2.3:o:cisco:staros:14.0\(600\):*:*:*:*:*:*:*,Cisco StarOS 14.0(600),"['CVE-2015-0712', 'CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
7,cpe:2.3:o:cisco:staros:14.0.0:*:*:*:*:*:*:*,Cisco StarOS 14.0.0,"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
8,cpe:2.3:o:cisco:staros:15.0\(912\):*:*:*:*:*:*:*,Cisco StarOS 15.0(912),"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
9,cpe:2.3:o:cisco:staros:15.0\(935\):*:*:*:*:*:*:*,Cisco StarOS 15.0(935),"['CVE-2017-6707', 'CVE-2018-0115', 'CVE-2019-16026', 'CVE-2020-3244', 'CVE-2020-3500', 'CVE-2020-3601', 'CVE-2020-3602', 'CVE-2021-1145', 'CVE-2021-1353', 'CVE-2021-1539', 'CVE-2021-1540']",2022-03-20T00:25Z
