Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,52.299999,54.494999,51.500000,54.494999,44.049095,5868160
2000-01-04,55.000000,56.480000,52.099998,54.654999,44.178429,5128620
2000-01-05,50.500000,55.189999,50.500000,52.250000,42.234436,2141030
2000-01-06,51.700001,55.099998,50.535000,53.000000,42.840668,2027820
2000-01-07,51.630001,53.500000,48.759998,48.779999,39.429588,924060
2000-01-10,49.900002,50.900002,47.599998,47.889999,38.710182,623230
2000-01-11,48.400002,48.400002,44.060001,44.980000,36.357983,1436470
2000-01-12,45.750000,47.500000,45.500000,46.445000,37.542168,659600
2000-01-13,46.509998,48.500000,46.000000,47.825001,38.657646,961700
2000-01-14,48.299999,48.880001,46.099998,46.424999,37.526005,686220
2000-01-17,47.990002,48.000000,46.000000,46.715000,37.760406,527440
2000-01-18,45.799999,46.700001,45.500000,45.889999,37.093548,717920
2000-01-19,47.000000,47.895000,46.500000,47.224998,38.172649,534520
2000-01-20,47.900002,47.900002,46.200001,46.330002,37.449207,467190
2000-01-21,46.294998,46.500000,45.500000,45.674999,36.919762,574900
2000-01-24,45.810001,46.200001,44.709999,44.950001,36.333736,323620
2000-01-25,44.150002,47.000000,43.980000,46.375000,37.485588,956570
2000-01-26,46.375000,46.375000,46.375000,46.375000,37.485588,0
2000-01-27,47.599998,50.084999,47.599998,49.900002,40.334900,2270820
2000-01-28,50.200001,50.994999,47.105000,48.025002,38.819324,1685710
2000-01-31,47.500000,48.000000,44.185001,44.235001,35.755795,917350
2000-02-01,43.599998,45.400002,43.119999,44.634998,36.079124,1258280
2000-02-02,46.494999,46.494999,44.799999,45.165001,36.507523,625690
2000-02-03,45.290001,45.494999,44.400002,44.735001,36.159943,300660
2000-02-04,45.099998,45.099998,42.400002,42.705002,34.519066,619540
2000-02-07,42.700001,43.485001,41.115002,42.915001,34.688820,483770
2000-02-08,42.305000,43.174999,41.799999,41.994999,33.945164,740050
2000-02-09,43.985001,43.985001,41.900002,42.040001,33.981537,578300
2000-02-10,42.105000,45.404999,41.599998,45.404999,36.701523,1152410
