Date,Open,High,Low,Close,Adj Close,Volume
2007-03-30,376.750000,383.350006,375.250000,378.600006,260.170837,303844
2007-04-02,372.750000,372.750000,360.250000,363.812500,250.009018,295316
2007-04-03,365.125000,373.899994,362.750000,371.299988,255.154358,161804
2007-04-04,375.000000,382.750000,368.750000,374.899994,257.628296,218444
2007-04-05,377.500000,386.250000,375.000000,381.625000,262.249634,459344
2007-04-09,387.500000,387.500000,381.787506,386.362488,265.505188,147308
2007-04-10,387.500000,401.250000,383.000000,397.225006,272.969788,393416
2007-04-11,397.500000,414.000000,397.500000,411.912506,283.062988,399032
2007-04-12,413.000000,417.475006,406.250000,409.537506,281.430939,275784
2007-04-13,408.750000,417.500000,408.750000,414.212494,284.643555,239892
2007-04-16,405.250000,433.500000,405.250000,429.062500,294.848297,747248
2007-04-17,434.750000,435.500000,423.762512,425.875000,292.657898,339544
2007-04-18,429.250000,433.250000,412.500000,415.337494,285.416656,409048
2007-04-19,410.000000,412.000000,402.524994,407.087494,279.747284,212672
2007-04-20,410.000000,422.000000,407.000000,410.375000,282.006378,332428
2007-04-23,417.500000,419.975006,410.024994,412.399994,283.397919,177112
2007-04-24,413.750000,418.000000,405.250000,408.462494,280.692169,517348
2007-04-25,412.750000,415.000000,409.250000,410.362488,281.997864,153472
2007-04-26,415.000000,415.000000,402.500000,403.500000,277.281982,340700
2007-04-27,403.750000,406.250000,395.024994,396.787506,272.669250,262832
2007-04-30,399.250000,404.487488,389.750000,401.937500,276.208160,131880
2007-05-03,406.250000,411.237488,398.024994,400.987488,275.555389,257828
2007-05-04,406.750000,413.250000,399.250000,408.399994,280.649170,184484
2007-05-07,412.500000,414.475006,403.750000,404.825012,278.192535,140756
2007-05-08,406.250000,408.750000,399.000000,400.762512,275.400848,79448
2007-05-09,402.500000,406.000000,400.250000,404.174988,277.745789,79160
2007-05-10,404.000000,410.250000,400.250000,404.287506,277.823151,89656
2007-05-11,383.887512,406.924988,383.887512,401.137512,275.658569,163544
2007-05-14,388.887512,400.000000,374.000000,382.887512,263.117218,782604
2007-05-15,375.274994,382.250000,365.250000,369.200012,253.711227,739576
2007-05-16,370.750000,376.250000,367.500000,368.549988,253.264618,377268
2007-05-17,368.549988,375.000000,356.250000,369.250000,253.745651,333684
2007-05-18,370.000000,388.750000,365.500000,380.375000,261.390656,745080
2007-05-21,381.250000,382.000000,362.524994,368.500000,253.230194,401768
2007-05-22,365.000000,367.500000,336.250000,338.975006,232.940918,811476
2007-05-23,336.250000,356.250000,315.250000,340.424988,233.937363,2851532
2007-05-24,339.000000,361.725006,336.250000,353.075012,242.630295,2257884
2007-05-25,349.975006,358.375000,345.000000,350.987488,241.195801,518056
