Date,Open,High,Low,Close,Adj Close,Volume
2017-03-31,791.950012,797.849976,788.000000,790.650024,689.875488,628659
2017-04-03,792.000000,798.650024,788.000000,795.250000,693.889343,618986
2017-04-05,796.200012,802.200012,791.599976,795.750000,694.325378,1028046
2017-04-06,794.000000,799.650024,781.000000,786.750000,686.472412,1096960
2017-04-07,782.599976,786.000000,771.599976,773.599976,674.998657,724581
2017-04-10,770.000000,789.000000,768.500000,786.250000,686.036255,819867
2017-04-11,781.000000,795.200012,781.000000,793.500000,692.362244,605561
2017-04-12,794.900024,798.500000,781.500000,784.599976,684.596741,721069
2017-04-13,788.200012,793.000000,777.250000,781.750000,682.109924,721651
2017-04-17,784.950012,792.500000,780.250000,789.200012,688.610168,377102
2017-04-18,790.450012,811.799988,789.750000,800.650024,698.600830,1561055
2017-04-19,807.849976,848.799988,797.049988,843.450012,735.945679,4168936
2017-04-20,861.000000,901.750000,860.000000,897.200012,782.844849,5272933
2017-04-21,900.000000,939.700012,900.000000,936.750000,817.353821,4930680
2017-04-24,946.000000,946.000000,920.299988,929.500000,811.027893,1707457
2017-04-25,928.950012,934.500000,918.950012,926.900024,808.759399,1728513
2017-04-26,929.000000,940.500000,914.000000,924.349976,806.534241,2204238
2017-04-27,928.000000,929.400024,918.049988,923.849976,806.098083,1336379
2017-04-28,924.700012,934.000000,916.500000,921.750000,804.265808,702274
2017-05-02,924.000000,936.000000,919.000000,923.950012,806.185303,640362
2017-05-03,919.000000,923.650024,872.000000,880.700012,768.447876,2199508
2017-05-04,885.000000,904.700012,874.000000,889.900024,776.475220,1224522
2017-05-05,889.000000,889.200012,849.299988,852.750000,744.060303,1320656
2017-05-08,855.000000,868.200012,850.349976,856.549988,747.376038,1057509
2017-05-09,855.900024,867.599976,853.099976,858.900024,749.426453,585202
2017-05-10,859.900024,870.849976,854.400024,862.500000,752.567566,614581
2017-05-11,862.549988,919.799988,862.549988,908.200012,792.442749,3057817
2017-05-12,905.950012,905.950012,880.000000,883.700012,771.065674,1077613
2017-05-15,885.500000,928.000000,885.400024,912.200012,795.933044,2193488
2017-05-16,908.200012,909.000000,890.200012,894.700012,780.663391,1110184
2017-05-17,894.900024,899.150024,880.500000,887.049988,773.988464,500545
2017-05-18,888.000000,917.900024,865.200012,871.349976,760.289612,2436703
2017-05-19,877.000000,895.099976,813.500000,852.400024,743.755005,4223048
2017-05-22,860.000000,873.549988,834.000000,844.849976,737.167175,1969975
2017-05-23,848.000000,849.900024,806.549988,813.500000,709.812988,1768982
2017-05-24,819.000000,826.950012,777.000000,783.299988,683.462219,1590566
2017-05-25,784.799988,807.500000,777.950012,792.549988,691.533264,1615153
2017-05-26,792.000000,814.150024,789.000000,808.900024,705.799377,1007416
2017-05-29,799.000000,810.849976,779.099976,781.450012,681.848206,1085310
2017-05-30,787.200012,804.799988,768.500000,797.799988,696.114197,1140494
2017-05-31,798.700012,829.000000,791.549988,798.000000,696.288574,3353867
2017-06-01,802.000000,817.950012,794.000000,803.700012,701.262146,946980
2017-06-02,807.000000,838.849976,801.400024,834.349976,728.005493,1889892
2017-06-05,840.000000,854.349976,834.500000,839.950012,732.891724,1607276
2017-06-06,839.000000,841.700012,802.349976,813.900024,710.162170,1601229
2017-06-07,818.900024,831.950012,818.750000,825.299988,720.109131,805638
2017-06-08,830.000000,833.700012,810.099976,818.650024,714.306641,889642
2017-06-09,817.099976,822.400024,791.299988,795.700012,694.281860,1724424
2017-06-12,798.000000,815.500000,790.000000,808.599976,705.537598,1435923
2017-06-13,812.000000,819.799988,805.000000,813.000000,709.376892,845617
2017-06-14,816.799988,831.250000,806.000000,826.950012,721.548706,1058937
2017-06-15,826.700012,836.349976,817.650024,824.750000,719.629211,1081690
