Date,Open,High,Low,Close,Adj Close,Volume
2017-03-30,321.899994,341.899994,320.549988,339.299988,330.321930,9728166
2017-03-31,342.000000,342.700012,336.000000,339.600006,330.614044,3417463
2017-04-03,340.600006,343.899994,338.750000,342.100006,333.047821,2441776
2017-04-05,343.850006,359.250000,343.049988,358.149994,348.673126,5947873
2017-04-06,355.750000,358.600006,351.100006,356.649994,347.212860,3524928
2017-04-07,352.250000,353.350006,345.549988,347.149994,337.964172,4918075
2017-04-10,348.049988,353.850006,346.049988,352.149994,342.831909,2222773
2017-04-11,352.450012,355.850006,330.549988,333.799988,324.967438,9397306
2017-04-12,333.799988,336.600006,323.649994,327.600006,318.931549,8100661
2017-04-13,325.600006,325.600006,318.299988,320.450012,311.970764,5730306
2017-04-17,320.649994,327.200012,317.600006,320.000000,311.532654,4219235
2017-04-18,321.649994,335.250000,318.149994,319.350006,310.899841,9315409
2017-04-19,322.000000,327.649994,319.250000,325.799988,317.179138,4403069
2017-04-20,327.450012,333.200012,324.000000,332.399994,323.604492,4439900
2017-04-21,335.000000,335.000000,324.149994,326.000000,317.373871,2517582
2017-04-24,328.149994,334.200012,327.250000,331.000000,322.241547,5048373
2017-04-25,332.500000,333.100006,326.500000,331.350006,322.582367,4330049
2017-04-26,332.450012,333.899994,318.000000,323.500000,314.940033,4078479
2017-04-27,325.149994,328.899994,321.149994,322.500000,313.966461,2983463
2017-04-28,324.799988,328.450012,321.600006,327.700012,319.028870,1808460
2017-05-02,328.750000,332.899994,326.649994,330.600006,321.852142,4233839
2017-05-03,330.600006,332.299988,323.899994,327.450012,318.785522,3271643
2017-05-04,328.799988,340.399994,328.700012,339.450012,330.467957,6728527
2017-05-05,339.399994,346.450012,336.149994,344.950012,335.822449,8196507
2017-05-08,343.500000,346.700012,338.000000,340.500000,331.490173,2462230
2017-05-09,339.899994,349.399994,335.799988,347.500000,338.304962,3459067
2017-05-10,346.100006,353.000000,346.100006,351.899994,342.588501,3207734
2017-05-11,352.000000,362.549988,350.500000,360.049988,350.522858,4604066
2017-05-12,360.399994,360.399994,353.399994,357.950012,348.478485,2958586
2017-05-15,359.000000,359.750000,350.850006,356.200012,346.774780,1530781
2017-05-16,354.200012,358.149994,351.149994,354.500000,345.119781,1321254
2017-05-17,354.500000,354.799988,347.549988,348.549988,339.327179,1239867
2017-05-18,344.299988,359.549988,342.200012,347.899994,338.694397,3618961
2017-05-19,349.049988,352.500000,345.299988,349.450012,340.203369,1302961
2017-05-22,352.399994,357.399994,350.450012,354.450012,345.071106,2939697
2017-05-23,354.799988,355.600006,328.500000,331.649994,322.874329,6270500
2017-05-24,333.399994,342.950012,328.100006,339.649994,330.662720,8363216
2017-05-25,344.899994,346.250000,331.299988,340.750000,331.733582,5992900
2017-05-26,342.399994,351.000000,339.000000,348.000000,338.791718,2754435
2017-05-29,347.799988,348.350006,325.100006,327.799988,319.126221,3943111
2017-05-30,328.399994,342.899994,327.450012,340.350006,331.344177,3680879
2017-05-31,341.500000,345.750000,336.549988,339.000000,330.029846,12190256
2017-06-01,337.600006,351.950012,337.600006,349.200012,339.959991,3447544
2017-06-02,352.000000,359.399994,350.500000,357.899994,348.429749,3297747
2017-06-05,359.950012,364.500000,355.200012,361.049988,351.496429,2830068
2017-06-06,362.950012,368.750000,357.049988,361.450012,351.885864,5229905
2017-06-07,363.600006,363.950012,357.299988,359.100006,349.598022,5435369
2017-06-08,359.250000,361.850006,350.500000,359.149994,349.646698,4568139
2017-06-09,360.000000,360.600006,350.250000,359.850006,350.328186,7152603
2017-06-12,359.700012,359.700012,353.549988,356.850006,347.407593,4963488
2017-06-13,359.000000,363.149994,355.399994,359.399994,349.890076,5463098
2017-06-14,360.500000,360.899994,356.100006,359.500000,349.987427,6005138
2017-06-15,359.450012,366.399994,357.750000,360.000000,350.474182,3997432
2017-06-16,361.500000,365.100006,356.250000,363.149994,353.540802,5332597
2017-06-19,365.000000,375.600006,365.000000,373.799988,363.909058,7328947
2017-06-20,375.600006,377.700012,370.100006,375.649994,365.710083,4597214
2017-06-21,374.750000,377.200012,367.200012,369.950012,360.160950,2797034
2017-06-22,370.000000,373.799988,367.500000,369.450012,359.674164,1935079
2017-06-23,369.450012,370.500000,361.649994,365.450012,355.779999,3011500
2017-06-27,367.899994,372.799988,365.450012,367.700012,357.970490,2780694
2017-06-28,368.399994,369.649994,363.049988,364.500000,354.855133,2394375
2017-06-29,366.950012,368.700012,362.350006,364.500000,354.855133,3343365
2017-06-30,364.000000,365.799988,360.549988,363.049988,353.443512,1386974
2017-07-03,364.899994,370.600006,359.500000,368.000000,358.262482,2171316
2017-07-04,368.500000,375.700012,368.000000,371.700012,361.864624,4186188
2017-07-05,374.500000,374.500000,371.850006,372.899994,363.032837,1422559
2017-07-06,373.899994,375.649994,371.500000,373.049988,363.178833,2318749
2017-07-07,372.100006,374.950012,370.000000,371.600006,361.767303,3077926
2017-07-10,374.750000,376.799988,372.350006,374.950012,365.028625,860121
2017-07-11,376.000000,376.850006,371.700012,372.700012,362.838165,2646484
2017-07-12,372.250000,375.299988,371.649994,373.850006,363.957733,2035281
2017-07-13,375.799988,377.899994,372.250000,375.950012,366.002167,2956936
2017-07-14,375.950012,378.450012,374.450012,375.600006,365.661407,1737806
2017-07-17,373.850006,383.700012,373.850006,381.250000,371.161896,4784990
2017-07-18,379.500000,384.100006,378.450012,381.899994,371.794678,3927479
