"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"17-Mar-2021","EQ","132.05","132.75","118.55","131.70","118.70","119.25","124.08","134.00","33.90",449609,"55,787,130.15",6194
"16-Mar-2021","EQ","126.10","134.00","121.40","124.40","132.20","131.70","130.26","134.00","33.90",849786,"110,689,723.70",10894
"15-Mar-2021","EQ","114.80","125.25","111.10","113.90","125.25","124.40","119.87","125.25","33.90",870391,"104,332,597.40",9007
"12-Mar-2021","EQ","104.70","115.15","104.60","104.70","114.00","113.90","111.87","116.65","33.90",973285,"108,883,087.20",9164
"10-Mar-2021","EQ","106.80","107.90","101.50","104.50","104.90","104.70","104.21","116.65","33.90",303998,"31,679,255.25",3048
"09-Mar-2021","EQ","114.40","116.65","101.00","110.60","104.50","104.50","106.89","116.65","33.90",883246,"94,409,287.70",9019
"08-Mar-2021","EQ","94.40","110.60","94.40","92.20","110.60","110.60","106.01","110.60","33.90",1848835,"195,987,108.40",15169
"05-Mar-2021","EQ","95.00","96.40","91.70","95.50","92.00","92.20","93.97","102.00","33.90",204554,"19,221,523.60",2292
"04-Mar-2021","EQ","92.30","99.90","92.30","94.85","94.60","95.50","97.26","102.00","33.90",319321,"31,056,567.05",3648
"03-Mar-2021","EQ","97.00","98.40","92.20","96.05","95.20","94.85","94.67","102.00","33.90",296592,"28,076,970.55",3820
"02-Mar-2021","EQ","99.80","102.00","93.70","99.00","96.00","96.05","97.38","102.00","33.90",532904,"51,892,665.20",5533
"01-Mar-2021","EQ","94.50","101.90","94.00","93.40","99.50","99.00","98.42","101.90","33.90",1196444,"117,757,714.80",11556
