Date,Open,High,Low,Close,Adj Close,Volume
2017-03-30,139.912537,145.106293,139.912537,142.125031,115.348122,48157169
2017-03-31,142.012527,143.118790,140.737534,141.356277,114.724197,4165284
2017-04-03,141.375031,145.275040,141.375031,144.281281,117.098129,12410796
2017-04-05,145.087540,145.087540,142.218781,143.400040,116.382904,6889710
2017-04-06,142.875031,145.706284,142.575027,144.993790,117.676384,6858219
2017-04-07,144.900040,147.000031,144.112534,144.993790,117.676384,7950811
2017-04-10,145.162537,145.875031,143.775040,144.318787,117.128548,3746897
2017-04-11,144.750031,145.500031,143.962540,144.281281,117.098129,4358718
2017-04-12,144.562531,145.500031,141.375031,141.843781,115.119858,6349113
2017-04-13,141.412537,144.168793,141.412537,142.387527,115.561165,7787603
2017-04-17,142.537537,148.650040,142.537537,147.937531,120.065521,7235123
2017-04-18,149.512543,151.312531,147.300034,147.956284,120.080727,12195188
2017-04-19,149.025040,149.962540,145.893784,147.675034,119.852478,12479210
2017-04-20,148.125031,154.500031,147.431290,150.656281,122.272034,18808013
2017-04-21,151.612534,153.375031,148.968781,149.812531,121.587265,7027147
2017-04-24,150.375031,155.325043,149.681290,154.762543,125.604660,10843829
2017-04-25,155.943787,155.962540,153.787537,154.312531,125.239433,7836211
2017-04-26,155.193787,157.556290,153.525040,154.968781,125.772072,9465781
2017-04-27,155.625031,158.212540,154.312531,156.900040,127.339470,8671901
2017-04-28,157.068787,159.187546,155.625031,158.981293,129.028580,10076829
2017-05-02,159.000046,161.737534,157.218796,161.062546,130.717728,5071785
2017-05-03,161.550034,162.637543,158.718796,159.618790,129.545975,6016534
2017-05-04,160.087540,161.550034,158.437546,160.762543,130.474258,4193121
2017-05-05,160.687546,160.875046,155.118790,157.050034,127.461189,11460818
2017-05-08,157.800034,158.400040,155.456284,156.806290,127.263382,3413396
2017-05-09,157.012543,158.625046,155.625031,158.175034,128.374237,2033311
2017-05-10,158.137543,158.512543,156.075043,156.562546,127.065536,2870991
2017-05-11,156.750046,157.162537,151.875031,153.112534,124.265549,8511099
2017-05-12,153.000031,154.725037,150.000031,153.450043,124.539467,6539059
2017-05-15,154.893784,155.718781,153.750031,155.250031,126.000320,2873468
2017-05-16,155.925034,156.000046,153.843781,154.275040,125.209007,6492889
2017-05-17,154.312531,154.837540,152.100037,153.112534,124.265549,5338945
2017-05-18,152.381287,153.375031,150.562531,151.781281,123.185089,5685705
2017-05-19,151.500031,152.381287,148.500031,150.393784,122.059006,7594224
2017-05-22,151.612534,151.612534,145.143784,146.325043,118.756844,6283430
2017-05-23,142.537537,144.918793,137.062531,142.631287,115.759010,26493601
2017-05-24,143.250031,147.281281,140.681290,146.493790,118.893799,10803682
2017-05-25,147.206284,151.481293,146.962540,150.375031,122.043800,20724754
2017-05-26,149.887543,151.125031,149.250031,150.656281,122.272034,5399307
2017-05-29,150.000031,152.156281,148.181290,150.431290,122.089455,5684470
2017-05-30,149.306290,153.206284,149.250031,152.043793,123.398140,5501113
2017-05-31,152.400040,156.675034,152.400040,155.250031,126.000320,20567240
2017-06-01,155.250031,155.625031,152.793793,153.881287,124.889458,4544073
2017-06-02,154.218781,155.025040,149.812531,150.881287,122.454674,6914416
2017-06-05,150.787537,151.800034,148.893784,149.250031,121.130753,4267332
2017-06-06,149.381287,151.500031,147.843781,149.587540,121.404678,4359124
2017-06-07,149.812531,153.262543,149.812531,150.975037,122.530754,5627915
2017-06-08,150.937531,151.706284,144.206284,145.725037,118.269867,10596392
2017-06-09,145.500031,145.500031,141.918777,142.931290,116.002495,8655741
2017-06-12,142.875031,145.218781,141.243790,143.025040,116.078568,7936166
2017-06-13,143.250031,145.125031,142.275040,143.137527,116.169861,4969958
2017-06-14,143.287537,144.187531,142.125031,142.893784,115.972046,6092478
2017-06-15,142.500031,142.931290,139.875031,141.225037,114.617683,11753306
2017-06-16,141.993790,143.062531,141.468781,141.881287,115.150299,10101792
2017-06-19,142.256287,143.043777,140.362534,142.743790,115.850304,4588774
2017-06-20,142.743790,143.775040,140.137527,140.700027,114.191582,6728630
2017-06-21,140.737534,140.831284,137.512527,138.093781,112.076378,4827854
2017-06-22,137.081284,137.793777,133.200027,135.037537,109.595940,15129849
2017-06-23,135.900040,136.425034,131.625031,132.806290,107.785049,9440226
2017-06-27,133.500031,135.993790,129.993774,134.887527,109.474190,7431259
2017-06-28,135.900040,137.812531,133.162537,133.518784,108.363312,8447299
2017-06-29,134.250031,136.575027,133.668777,135.881287,110.280731,10880610
2017-06-30,135.712540,136.462540,133.237534,135.543777,110.006790,3625449
2017-07-03,135.750031,137.906281,134.662537,137.662537,111.726372,3650287
2017-07-04,137.156281,138.356277,135.056290,137.006287,111.193764,4164438
2017-07-05,138.000031,138.000031,135.562531,136.143784,110.493752,3153815
2017-07-06,136.162537,136.668777,134.025040,135.562531,110.022011,4930190
2017-07-07,135.375031,135.375031,133.312531,134.606277,109.245918,5530102
2017-07-10,135.037537,147.487534,135.037537,137.250031,111.391586,635829
2017-07-11,137.793777,138.918777,135.637527,136.218781,110.554626,2847449
2017-07-12,136.537537,139.781281,136.218781,138.693787,112.563339,9499626
2017-07-13,139.462540,140.062531,137.906281,139.518784,113.232918,5135644
2017-07-14,140.100037,147.187531,139.312531,146.381287,118.802467,15641876
2017-07-17,145.500031,146.418793,142.950027,144.806290,117.524223,8789384
2017-07-18,144.000031,144.750031,140.681290,142.143784,115.363350,8581688
2017-07-19,143.062531,144.000031,141.862534,142.256287,115.454659,5825491
2017-07-20,142.500031,142.875031,141.000031,142.181290,115.393776,6710856
2017-07-21,142.181290,144.000031,140.606277,141.375031,114.739418,6488718
2017-07-24,141.900040,142.481277,140.100037,141.375031,114.739418,8901219
2017-07-25,141.712540,142.875031,139.575027,140.006287,113.628548,7830635
2017-07-26,140.287537,144.281281,139.650040,140.868790,114.328575,8802832
2017-07-27,141.543777,143.812531,141.187531,142.012527,115.256828,9822090
2017-07-28,142.387527,144.843781,141.825027,142.481277,115.637268,6650625
2017-07-31,143.043777,144.750031,140.700027,141.281281,114.663330,5111316
2017-08-01,141.562531,142.800034,139.743790,140.193787,113.780754,5933617
2017-08-02,140.512527,140.925034,138.037537,138.712540,112.578583,2472820
2017-08-03,138.787537,140.775040,138.562531,138.956284,112.776375,3557953
2017-08-04,139.500031,144.000031,138.750031,141.656281,114.967682,8528251
2017-08-07,142.762527,144.337540,142.200027,143.100037,116.139420,8635488
2017-08-08,143.100037,146.062531,142.987534,145.031281,117.706825,8628448
2017-08-09,145.875031,146.006287,142.218781,143.325027,116.322029,4698481
2017-08-10,142.800034,143.343781,135.000031,136.875031,111.087234,7045715
2017-08-11,133.406281,140.043777,133.406281,138.356277,112.289406,10223682
2017-08-14,140.193787,140.962540,138.768784,139.687531,113.369858,6727835
2017-08-16,141.131287,141.131287,138.675034,139.200027,112.974213,7427790
2017-08-17,140.212540,141.712540,138.750031,141.075027,114.495949,3867284
2017-08-18,140.175034,144.262543,139.800034,142.968781,116.032913,6711126
2017-08-21,143.212540,144.900040,139.500031,140.325027,113.887253,8848115
2017-08-22,141.825027,142.500031,139.950027,141.656281,114.967682,9053899
2017-08-23,142.800034,145.556290,141.937531,144.543793,117.311180,8712045
2017-08-24,144.956284,146.437531,142.893784,143.625031,116.565506,8757685
2017-08-28,144.000031,145.387543,143.062531,143.250031,116.261169,6333227
2017-08-29,143.175034,144.487534,141.731277,142.125031,115.348122,2431380
2017-08-30,143.062531,144.037537,142.575027,142.875031,115.956818,3507551
2017-08-31,141.918777,143.718781,139.575027,141.862534,115.956825,11510826
2017-09-01,142.012527,146.212540,141.937531,144.056290,117.749962,8786443
2017-09-04,144.300034,144.956284,141.975037,142.350037,116.355309,3318113
2017-09-05,142.687531,144.093781,141.637527,142.012527,116.079430,4013062
2017-09-06,141.525040,145.425034,140.737534,143.343781,117.167587,8823797
2017-09-07,143.943787,144.750031,142.687531,143.081284,116.953018,5000262
2017-09-08,143.325027,144.881287,141.637527,142.537537,116.508575,5038513
2017-09-11,144.000031,150.318787,144.000031,148.050034,121.014412,24408887
2017-09-12,149.493790,154.312531,147.300034,153.600037,125.550911,21346895
2017-09-13,154.125031,155.625031,150.000031,153.000031,125.060463,12367068
2017-09-14,153.637543,155.512543,148.875031,150.356293,122.899513,9616608
2017-09-15,149.587540,151.931290,148.893784,149.943787,122.562332,10233720
2017-09-18,150.918793,152.925034,150.000031,150.093781,122.684937,4102630
2017-09-19,155.250031,158.587540,153.468781,157.818787,128.999268,23806708
2017-09-20,158.868790,159.881287,155.812531,156.487534,127.911140,16852067
2017-09-21,156.487534,157.068787,152.325043,152.906281,124.983833,12853527
2017-09-22,152.625031,152.625031,148.406281,149.456284,122.163841,7985936
2017-09-25,149.625031,151.462540,148.312531,149.306290,122.041275,8625765
2017-09-26,149.812531,151.706284,148.650040,149.550034,122.240494,8579304
2017-09-27,150.018784,152.812531,148.950043,149.906281,122.531700,7566755
2017-09-28,149.850037,150.600037,145.162537,148.593781,121.458847,15246310
2017-09-29,160.500046,160.875046,156.431290,157.143784,128.447556,40465627
2017-10-03,159.562546,164.343796,158.250046,163.275040,133.459152,25482905
2017-10-04,164.062546,164.981293,162.750046,163.556290,133.689041,11969973
2017-10-05,163.500046,164.625046,161.100037,161.587540,132.079819,9267541
2017-10-06,162.468796,171.431290,162.318787,169.762543,138.761993,19443443
2017-10-09,169.875046,170.587540,166.650040,167.268784,136.723572,8993536
2017-10-10,166.875046,168.337540,166.050034,166.725037,136.279144,6151051
2017-10-11,168.318787,171.543793,165.000046,166.650040,136.217834,10831357
2017-10-12,169.762543,170.231293,166.518784,167.231293,136.692963,11492581
2017-10-13,168.375046,168.375046,163.500046,164.062546,134.102859,9546528
2017-10-16,163.687546,166.725037,162.581284,164.231293,134.240784,10557109
2017-10-17,164.250046,166.556290,163.612534,164.006287,134.056885,8299211
2017-10-18,164.137543,165.975037,162.768784,163.687546,133.796356,6866547
2017-10-19,163.500046,163.575043,161.718796,162.468796,132.800140,454991
2017-10-23,162.937546,165.693787,162.375046,163.181290,133.382507,11564983
2017-10-24,164.662537,167.437546,163.406296,166.593796,136.171875,11294295
2017-10-25,167.962540,172.987549,167.250046,172.256287,140.800339,11503754
2017-10-26,173.250046,176.212540,172.500046,174.487549,142.624130,27652787
2017-10-27,175.125046,178.462540,173.643799,176.662537,144.401932,10010034
2017-10-30,176.287537,179.756287,175.218796,178.387543,145.811981,7935206
2017-10-31,177.150040,178.912537,173.906296,174.450043,142.593475,7386774
2017-11-01,175.837540,176.793793,174.168793,175.518799,143.467072,7257451
2017-11-02,175.687546,179.700043,175.687546,176.606293,144.355957,7686019
2017-11-03,177.000046,177.937546,173.268799,173.943787,142.179688,5641822
2017-11-06,173.625046,176.100037,172.125046,174.731293,142.823364,5563401
2017-11-07,175.500046,179.118790,172.481293,173.812546,142.072388,10185040
2017-11-08,173.812546,175.425049,170.756287,171.468796,140.156631,7034798
2017-11-09,172.687546,173.550049,168.000046,169.162537,138.271561,8513917
2017-11-10,170.531296,173.887543,168.825043,171.412537,140.110657,10758207
2017-11-13,171.787537,173.475037,167.831284,170.793793,139.604889,9021032
2017-11-14,171.225037,173.250046,168.018799,171.018799,139.788834,9274541
2017-11-15,173.625046,174.000046,165.393784,168.450043,137.689148,15847462
2017-11-16,169.781296,171.900040,167.456284,168.543793,137.765793,12859108
2017-11-17,169.800049,171.075043,166.050034,166.781296,136.325134,8589861
2017-11-20,166.500046,174.375046,166.293793,172.631287,141.106857,11185789
2017-11-21,174.150040,174.675049,171.975037,172.481293,140.984268,15517548
2017-11-22,173.250046,176.418793,171.243790,175.893799,143.773575,8435493
2017-11-23,176.250046,176.962540,171.918793,173.587540,141.888489,4684217
2017-11-24,174.000046,177.131287,173.662537,176.643799,144.386642,7816947
2017-11-27,174.937546,176.137543,173.381287,175.293793,143.283142,6177166
2017-11-28,175.875046,175.875046,172.406296,173.437546,141.765884,9395762
2017-11-29,174.375046,175.875046,172.631287,173.306290,141.658585,5466662
2017-11-30,173.812546,177.000046,172.762543,175.650040,143.574341,15203508
2017-12-01,176.287537,177.525040,168.487549,170.925049,139.712189,6311187
2017-12-04,170.925049,174.168793,168.675049,173.681290,141.965118,6437419
2017-12-05,173.700043,174.600037,171.393799,173.306290,141.658585,5009721
2017-12-06,172.875046,173.418793,170.587540,171.018799,139.788834,5848619
2017-12-07,171.018799,186.112549,171.018799,184.706299,150.976822,32481637
2017-12-08,186.375046,187.462540,180.206299,180.937546,147.896271,21164952
2017-12-11,182.568802,184.200043,178.931290,180.450043,147.497818,11079919
2017-12-12,181.800049,186.000046,180.862549,184.462540,150.777573,19016280
2017-12-13,185.193802,188.550049,182.400040,184.425049,150.746918,14742468
2017-12-14,185.250046,186.412552,180.525040,182.662552,149.306290,8376075
2017-12-15,184.800049,186.937546,181.650040,182.118790,148.861832,9018227
2017-12-18,182.962540,189.168793,178.443787,186.000046,152.034317,17101211
2017-12-19,186.187546,188.606293,183.600052,186.206299,152.202927,7584414
2017-12-20,186.787552,191.062546,186.375046,187.275040,153.076492,11408378
2017-12-21,188.250046,189.750046,186.881302,188.062546,153.720184,6181617
2017-12-22,188.137543,190.762543,187.725052,188.662552,154.210648,8290251
2017-12-26,190.537552,192.750046,189.581299,191.118790,156.218307,11312874
2017-12-27,192.262543,192.731293,190.050049,190.537552,155.743210,10267941
2017-12-28,191.962540,194.812546,189.300049,191.700043,156.693436,26930702
2017-12-29,192.731293,192.750046,186.318802,187.368790,153.153137,10411005
2018-01-01,188.550049,189.281296,186.318802,186.993790,152.846573,4371758
2018-01-02,189.000046,189.000046,184.987549,185.381302,151.528549,3799271
2018-01-03,186.300049,186.543793,183.187546,183.787552,150.225845,5881894
2018-01-04,185.250046,186.900040,183.637543,186.262543,152.248901,5851819
2018-01-05,187.125046,187.125046,184.537552,185.400040,151.543900,3120375
